Participant ID,time,watch_local_time,watch_local_date,watch_local_hour,time_of_day,is_daytime_watch,is_nighttime_watch,video_id,watched_title,clean_title,watch_action_prefix,watch_action_language_hint,url,donated_channel_title,donated_channel_url,donated_channel_id,metadata_title,metadata_channel,metadata_uploader,metadata_channel_id,analysis_channel_title,analysis_channel_id,duration_seconds,aspect_ratio,width,height,resolution,fps,shorts_metadata_available,is_short,is_long,is_short_by_metadata,view_count,like_count,comment_count,channel_follower_count,upload_date,metadata_timestamp,metadata_url,categories,tags,language,metadata_status,metadata_join_status,searched_for,has_search_history,seconds_since_prior_search,subscribed,has_subscription_history,has_metadata,has_duration,has_channel_id,metadata_error,generalized_error_msg,problematic_category,problematic_critical,problematic_assessment_label,is_problematic
Alma,2024-09-24 09:26:02.938000+00:00,2024-09-24 11:26:02.938000+02:00,2024-09-24,11,day,True,False,VID00000150,Watched Demo video 150,Demo video 150,Watched,English,https://www.youtube.com/watch?v=VID00000150,Demo channel 171,https://www.youtube.com/channel/UCDEMOCHANNEL00000171,UCDEMOCHANNEL00000171,Demo video 150,Demo channel 171,Demo channel 171,UCDEMOCHANNEL00000171,Demo channel 171,UCDEMOCHANNEL00000171,1191.0,1.78,1920.0,1080.0,1920x1080,30.0,True,False,True,False,152782.0,2141.0,374.0,13423.0,20200503,1588464000.0,https://www.youtube.com/watch?v=VID00000150,"[""Demo category""]","[""demo tag 123""]",en,ok,ok,False,True,,True,True,True,True,True,,No error,No error,,No error,False
Alma,2024-09-13 13:52:08.470000+00:00,2024-09-13 15:52:08.470000+02:00,2024-09-13,15,day,True,False,VID00000020,Watched Demo video 020,Demo video 020,Watched,English,https://www.youtube.com/watch?v=VID00000020,Demo channel 165,https://www.youtube.com/channel/UCDEMOCHANNEL00000165,UCDEMOCHANNEL00000165,Demo video 020,Demo channel 165,Demo channel 165,UCDEMOCHANNEL00000165,Demo channel 165,UCDEMOCHANNEL00000165,49.0,0.56,1080.0,1920.0,1080x1920,30.0,True,False,True,False,24446.0,373.0,62.0,2919.0,20200120,1579478400.0,https://www.youtube.com/watch?v=VID00000020,"[""Demo category""]","[""demo tag 019""]",en,ok,ok,True,True,8.0,False,True,True,True,True,,No error,No error,,No error,False
Alma,2024-08-15 14:00:23.414000+00:00,2024-08-15 16:00:23.414000+02:00,2024-08-15,16,day,True,False,VID00000191,Watched Demo video 191,Demo video 191,Watched,English,https://www.youtube.com/watch?v=VID00000191,Demo channel 109,https://www.youtube.com/channel/UCDEMOCHANNEL00000109,UCDEMOCHANNEL00000109,Demo video 191,Demo channel 109,Demo channel 109,UCDEMOCHANNEL00000109,Demo channel 109,UCDEMOCHANNEL00000109,2412.0,1.78,1920.0,1080.0,1920x1080,30.0,True,False,True,False,193504.0,2702.0,473.0,16756.0,20200605,1591315200.0,https://www.youtube.com/watch?v=VID00000191,"[""Demo category""]","[""demo tag 156""]",en,ok,ok,False,True,,False,True,True,True,True,,No error,No error,,No error,False
Alma,2024-06-14 10:10:38.841000+00:00,2024-06-14 12:10:38.841000+02:00,2024-06-14,12,day,True,False,VID00000059,Watched Demo video 059,Demo video 059,Watched,English,https://www.youtube.com/watch?v=VID00000059,Demo channel 015,https://www.youtube.com/channel/UCDEMOCHANNEL00000015,UCDEMOCHANNEL00000015,Demo video 059,Demo channel 015,Demo channel 015,UCDEMOCHANNEL00000015,Demo channel 015,UCDEMOCHANNEL00000015,2090.0,1.78,1920.0,1080.0,1920x1080,30.0,True,False,True,False,62700.0,900.0,155.0,6050.0,20200220,1582156800.0,https://www.youtube.com/watch?v=VID00000059,"[""Demo category""]","[""demo tag 050""]",en,ok,ok,False,True,,False,True,True,True,True,,No error,No error,,No error,False
Alma,2024-04-26 21:14:33.220000+00:00,2024-04-26 23:14:33.220000+02:00,2024-04-26,23,day,True,False,VID00000187,Watched Demo video 187,Demo video 187,Watched,English,https://www.youtube.com/watch?v=VID00000187,Demo channel 057,https://www.youtube.com/channel/UCDEMOCHANNEL00000057,UCDEMOCHANNEL00000057,Demo video 187,Demo channel 057,Demo channel 057,UCDEMOCHANNEL00000057,Demo channel 057,UCDEMOCHANNEL00000057,2301.0,1.78,1920.0,1080.0,1920x1080,30.0,True,False,True,False,189802.0,2651.0,464.0,16453.0,20200602,1591056000.0,https://www.youtube.com/watch?v=VID00000187,"[""Demo category""]","[""demo tag 153""]",en,ok,ok,False,True,,False,True,True,True,True,,No error,No error,,No error,False
Alma,2024-04-26 21:12:16.231000+00:00,2024-04-26 23:12:16.231000+02:00,2024-04-26,23,day,True,False,VID00000059,Watched Demo video 059,Demo video 059,Watched,English,https://www.youtube.com/watch?v=VID00000059,Demo channel 015,https://www.youtube.com/channel/UCDEMOCHANNEL00000015,UCDEMOCHANNEL00000015,Demo video 059,Demo channel 015,Demo channel 015,UCDEMOCHANNEL00000015,Demo channel 015,UCDEMOCHANNEL00000015,2090.0,1.78,1920.0,1080.0,1920x1080,30.0,True,False,True,False,62700.0,900.0,155.0,6050.0,20200220,1582156800.0,https://www.youtube.com/watch?v=VID00000059,"[""Demo category""]","[""demo tag 050""]",en,ok,ok,False,True,,False,True,True,True,True,,No error,No error,,No error,False
Alma,2024-04-24 14:19:15.637000+00:00,2024-04-24 16:19:15.637000+02:00,2024-04-24,16,day,True,False,VID00000185,Watched Demo video 185,Demo video 185,Watched,English,https://www.youtube.com/watch?v=VID00000185,Demo channel 134,https://www.youtube.com/channel/UCDEMOCHANNEL00000134,UCDEMOCHANNEL00000134,Demo video 185,Demo channel 134,Demo channel 134,UCDEMOCHANNEL00000134,Demo channel 134,UCDEMOCHANNEL00000134,2227.0,1.78,1920.0,1080.0,1920x1080,30.0,True,False,True,False,187334.0,2617.0,458.0,16251.0,20200531,1590883200.0,https://www.youtube.com/watch?v=VID00000185,"[""Demo category""]","[""demo tag 151""]",en,ok,ok,False,True,,False,True,True,True,True,,No error,No error,,No error,False
Alma,2024-04-15 08:07:47.022000+00:00,2024-04-15 10:07:47.022000+02:00,2024-04-15,10,day,True,False,VID00000202,Watched Demo video 202,Demo video 202,Watched,English,https://www.youtube.com/watch?v=VID00000202,Demo channel 042,https://www.youtube.com/channel/UCDEMOCHANNEL00000042,UCDEMOCHANNEL00000042,Demo video 202,Demo channel 042,Demo channel 042,UCDEMOCHANNEL00000042,Demo channel 042,UCDEMOCHANNEL00000042,2745.0,1.78,1920.0,1080.0,1920x1080,30.0,True,False,True,False,204610.0,2855.0,500.0,17665.0,20200614,1592092800.0,https://www.youtube.com/watch?v=VID00000202,"[""Demo category""]","[""demo tag 165""]",en,ok,ok,False,True,,False,True,True,True,True,,No error,No error,,No error,False
Alma,2024-02-23 18:05:32.433000+00:00,2024-02-23 19:05:32.433000+01:00,2024-02-23,19,day,True,False,VID00000261,Watched Demo video 261,Demo video 261,Watched,English,https://www.youtube.com/watch?v=VID00000261,Demo channel 030,https://www.youtube.com/channel/UCDEMOCHANNEL00000030,UCDEMOCHANNEL00000030,Demo video 261,Demo channel 030,Demo channel 030,UCDEMOCHANNEL00000030,Demo channel 030,UCDEMOCHANNEL00000030,995.0,1.78,1920.0,1080.0,1920x1080,30.0,True,False,True,False,266310.0,3705.0,650.0,22715.0,20200803,1596412800.0,https://www.youtube.com/watch?v=VID00000261,"[""Demo category""]","[""demo tag 215""]",en,ok,ok,True,True,3.0,False,True,True,True,True,,No error,No error,,No error,False
Alma,2023-12-05 10:42:22.434000+00:00,2023-12-05 11:42:22.434000+01:00,2023-12-05,11,day,True,False,VID00000199,Watched Demo video 199,Demo video 199,Watched,English,https://www.youtube.com/watch?v=VID00000199,Demo channel 039,https://www.youtube.com/channel/UCDEMOCHANNEL00000039,UCDEMOCHANNEL00000039,Demo video 199,Demo channel 039,Demo channel 039,UCDEMOCHANNEL00000039,Demo channel 039,UCDEMOCHANNEL00000039,2671.0,1.78,1920.0,1080.0,1920x1080,30.0,True,False,True,False,202142.0,2821.0,494.0,17463.0,20200612,1591920000.0,https://www.youtube.com/watch?v=VID00000199,"[""Demo category""]","[""demo tag 163""]",en,ok,ok,False,True,,False,True,True,True,True,,No error,No error,,No error,False
Alma,2023-09-15 12:06:16.217000+00:00,2023-09-15 14:06:16.217000+02:00,2023-09-15,14,day,True,False,VID00000226,Watched Demo video 226,Demo video 226,Watched,English,https://www.youtube.com/watch?v=VID00000226,Demo channel 171,https://www.youtube.com/channel/UCDEMOCHANNEL00000171,UCDEMOCHANNEL00000171,Demo video 226,Demo channel 171,Demo channel 171,UCDEMOCHANNEL00000171,Demo channel 171,UCDEMOCHANNEL00000171,3374.0,1.78,1920.0,1080.0,1920x1080,30.0,True,False,True,False,225588.0,3144.0,551.0,19382.0,20200701,1593561600.0,https://www.youtube.com/watch?v=VID00000226,"[""Demo category""]","[""demo tag 182""]",en,ok,ok,False,True,,True,True,True,True,True,,No error,No error,,No error,False
Alma,2023-06-09 07:44:09.514000+00:00,2023-06-09 09:44:09.514000+02:00,2023-06-09,9,day,True,False,VID00000138,Watched Demo video 138,Demo video 138,Watched,English,https://www.youtube.com/watch?v=VID00000138,Demo channel 072,https://www.youtube.com/channel/UCDEMOCHANNEL00000072,UCDEMOCHANNEL00000072,Demo video 138,Demo channel 072,Demo channel 072,UCDEMOCHANNEL00000072,Demo channel 072,UCDEMOCHANNEL00000072,821.0,1.78,1920.0,1080.0,1920x1080,30.0,True,False,True,False,140442.0,1971.0,344.0,12413.0,20200423,1587600000.0,https://www.youtube.com/watch?v=VID00000138,"[""Demo category""]","[""demo tag 113""]",en,ok,ok,False,True,,False,True,True,True,True,,No error,No error,,No error,False
Alma,2023-04-04 06:35:44.595000+00:00,2023-04-04 08:35:44.595000+02:00,2023-04-04,8,day,True,False,VID00000297,Watched Demo video 297,Demo video 297,Watched,English,https://www.youtube.com/watch?v=VID00000297,Demo channel 069,https://www.youtube.com/channel/UCDEMOCHANNEL00000069,UCDEMOCHANNEL00000069,Demo video 297,Demo channel 069,Demo channel 069,UCDEMOCHANNEL00000069,Demo channel 069,UCDEMOCHANNEL00000069,2031.0,1.78,1920.0,1080.0,1920x1080,30.0,True,False,True,False,300862.0,4181.0,734.0,25543.0,20200831,1598832000.0,https://www.youtube.com/watch?v=VID00000297,"[""Demo category""]","[""demo tag 243""]",en,ok,ok,False,True,,False,True,True,True,True,,No error,No error,,No error,False
Alma,2022-10-28 11:41:49.175000+00:00,2022-10-28 13:41:49.175000+02:00,2022-10-28,13,day,True,False,VID00000237,Watched Demo video 237,Demo video 237,Watched,English,https://www.youtube.com/watch?v=VID00000237,Demo channel 036,https://www.youtube.com/channel/UCDEMOCHANNEL00000036,UCDEMOCHANNEL00000036,Demo video 237,Demo channel 036,Demo channel 036,UCDEMOCHANNEL00000036,Demo channel 036,UCDEMOCHANNEL00000036,3744.0,1.78,1920.0,1080.0,1920x1080,30.0,True,False,True,False,237928.0,3314.0,581.0,20392.0,20200711,1594425600.0,https://www.youtube.com/watch?v=VID00000237,"[""Demo category""]","[""demo tag 192""]",en,ok,ok,False,True,,False,True,True,True,True,,No error,No error,,No error,False
Alma,2022-10-26 16:23:14.661000+00:00,2022-10-26 18:23:14.661000+02:00,2022-10-26,18,day,True,False,VID00000117,Watched Demo video 117,Demo video 117,Watched,English,https://www.youtube.com/watch?v=VID00000117,Demo channel 093,https://www.youtube.com/channel/UCDEMOCHANNEL00000093,UCDEMOCHANNEL00000093,Demo video 117,Demo channel 093,Demo channel 093,UCDEMOCHANNEL00000093,Demo channel 093,UCDEMOCHANNEL00000093,3829.0,1.78,1920.0,1080.0,1920x1080,30.0,True,False,True,False,120698.0,1699.0,296.0,10797.0,20200407,1586217600.0,https://www.youtube.com/watch?v=VID00000117,"[""Demo category""]","[""demo tag 097""]",en,ok,ok,False,True,,False,True,True,True,True,,No error,No error,,No error,False
Alma,2022-10-24 08:12:22.493000+00:00,2022-10-24 10:12:22.493000+02:00,2022-10-24,10,day,True,False,VID00000196,Watched Demo video 196,Demo video 196,Watched,English,https://www.youtube.com/watch?v=VID00000196,Demo channel 037,https://www.youtube.com/channel/UCDEMOCHANNEL00000037,UCDEMOCHANNEL00000037,Demo video 196,Demo channel 037,Demo channel 037,UCDEMOCHANNEL00000037,Demo channel 037,UCDEMOCHANNEL00000037,2597.0,1.78,1920.0,1080.0,1920x1080,30.0,True,False,True,False,199674.0,2787.0,488.0,17261.0,20200610,1591747200.0,https://www.youtube.com/watch?v=VID00000196,"[""Demo category""]","[""demo tag 161""]",en,ok,ok,True,True,12.0,False,True,True,True,True,,No error,No error,,No error,False
Alma,2022-06-17 14:43:10.824000+00:00,2022-06-17 16:43:10.824000+02:00,2022-06-17,16,day,True,False,VID00000207,Watched Demo video 207,Demo video 207,Watched,English,https://www.youtube.com/watch?v=VID00000207,Demo channel 143,https://www.youtube.com/channel/UCDEMOCHANNEL00000143,UCDEMOCHANNEL00000143,Demo video 207,Demo channel 143,Demo channel 143,UCDEMOCHANNEL00000143,Demo channel 143,UCDEMOCHANNEL00000143,79.0,0.56,1080.0,1920.0,1080x1920,30.0,True,False,True,False,209546.0,2923.0,512.0,18069.0,20200618,1592438400.0,https://www.youtube.com/watch?v=VID00000207,"[""Demo category""]","[""demo tag 169""]",en,ok,ok,False,True,,False,True,True,True,True,,No error,No error,,No error,False
Alma,2022-06-17 14:41:36.473000+00:00,2022-06-17 16:41:36.473000+02:00,2022-06-17,16,day,True,False,VID00000195,Watched Demo video 195,Demo video 195,Watched,English,https://www.youtube.com/watch?v=VID00000195,Demo channel 116,https://www.youtube.com/channel/UCDEMOCHANNEL00000116,UCDEMOCHANNEL00000116,Demo video 195,Demo channel 116,Demo channel 116,UCDEMOCHANNEL00000116,Demo channel 116,UCDEMOCHANNEL00000116,70.0,0.56,1080.0,1920.0,1080x1920,30.0,True,False,True,False,198440.0,2770.0,485.0,17160.0,20200609,1591660800.0,https://www.youtube.com/watch?v=VID00000195,"[""Demo category""]","[""demo tag 160""]",en,ok,ok,False,True,,False,True,True,True,True,,No error,No error,,No error,False
Alma,2022-06-03 09:43:18.227000+00:00,2022-06-03 11:43:18.227000+02:00,2022-06-03,11,day,True,False,VID00000014,Watched Demo video 014,Demo video 014,Watched,English,https://www.youtube.com/watch?v=VID00000014,,,,,,,,,,,,,,,,False,False,True,False,,,,,,,,,,,error,metadata_error,False,True,,,True,True,False,False,ERROR: [youtube] VID00000014: This video has been removed for violating YouTube's Community Guidelines,This video has been removed for violating YouTube's Community Guidelines,removed - community guidelines violated,Y,Problematic,True
Alma,2022-03-17 12:53:47.338000+00:00,2022-03-17 13:53:47.338000+01:00,2022-03-17,13,day,True,False,VID00000278,Watched Demo video 278,Demo video 278,Watched,English,https://www.youtube.com/watch?v=VID00000278,Demo channel 044,https://www.youtube.com/channel/UCDEMOCHANNEL00000044,UCDEMOCHANNEL00000044,Demo video 278,Demo channel 044,Demo channel 044,UCDEMOCHANNEL00000044,Demo channel 044,UCDEMOCHANNEL00000044,1439.0,1.78,1920.0,1080.0,1920x1080,30.0,True,False,True,False,281118.0,3909.0,686.0,23927.0,20200815,1597449600.0,https://www.youtube.com/watch?v=VID00000278,"[""Demo category""]","[""demo tag 227""]",en,ok,ok,False,True,,False,True,True,True,True,,No error,No error,,No error,False
Alma,2020-09-11 13:45:01.848000+00:00,2020-09-11 15:45:01.848000+02:00,2020-09-11,15,day,True,False,VID00000085,Watched Demo video 085,Demo video 085,Watched,English,https://www.youtube.com/watch?v=VID00000085,Demo channel 068,https://www.youtube.com/channel/UCDEMOCHANNEL00000068,UCDEMOCHANNEL00000068,,,,,Demo channel 068,UCDEMOCHANNEL00000068,,,,,,,False,False,True,False,,,,,,,,,,,error,metadata_error,False,True,,,True,True,False,True,ERROR: Unable to download video subtitles for 'en': HTTP Error 429: Too Many Requests,ERROR: Unable to download video subtitles for 'en': HTTP Error 429: Too Many Requests,access management,N,Not problematic,False
Alma,2020-09-07 11:26:03.954000+00:00,2020-09-07 13:26:03.954000+02:00,2020-09-07,13,day,True,False,VID00000247,Watched Demo video 247,Demo video 247,Watched,English,https://www.youtube.com/watch?v=VID00000247,Demo channel 113,https://www.youtube.com/channel/UCDEMOCHANNEL00000113,UCDEMOCHANNEL00000113,Demo video 247,Demo channel 113,Demo channel 113,UCDEMOCHANNEL00000113,Demo channel 113,UCDEMOCHANNEL00000113,477.0,1.78,1920.0,1080.0,1920x1080,30.0,True,False,True,False,249034.0,3467.0,608.0,21301.0,20200720,1595203200.0,https://www.youtube.com/watch?v=VID00000247,"[""Demo category""]","[""demo tag 201""]",en,ok,ok,True,True,50.0,False,True,True,True,True,,No error,No error,,No error,False
Alma,2020-04-17 08:37:02.714000+00:00,2020-04-17 10:37:02.714000+02:00,2020-04-17,10,day,True,False,VID00000144,Watched Demo video 144,Demo video 144,Watched,English,https://www.youtube.com/watch?v=VID00000144,Demo channel 011,https://www.youtube.com/channel/UCDEMOCHANNEL00000011,UCDEMOCHANNEL00000011,Demo video 144,Demo channel 011,Demo channel 011,UCDEMOCHANNEL00000011,Demo channel 011,UCDEMOCHANNEL00000011,1006.0,1.78,1920.0,1080.0,1920x1080,30.0,True,False,True,False,146612.0,2056.0,359.0,12918.0,20200428,1588032000.0,https://www.youtube.com/watch?v=VID00000144,"[""Demo category""]","[""demo tag 118""]",en,ok,ok,True,True,25.0,False,True,True,True,True,,No error,No error,,No error,False
Alma,2020-03-23 11:08:01.776000+00:00,2020-03-23 12:08:01.776000+01:00,2020-03-23,12,day,True,False,VID00000162,Watched Demo video 162,Demo video 162,Watched,English,https://www.youtube.com/watch?v=VID00000162,Demo channel 016,https://www.youtube.com/channel/UCDEMOCHANNEL00000016,UCDEMOCHANNEL00000016,Demo video 162,Demo channel 016,Demo channel 016,UCDEMOCHANNEL00000016,Demo channel 016,UCDEMOCHANNEL00000016,1598.0,1.78,1920.0,1080.0,1920x1080,30.0,True,False,True,False,166356.0,2328.0,407.0,14534.0,20200514,1589414400.0,https://www.youtube.com/watch?v=VID00000162,"[""Demo category""]","[""demo tag 134""]",en,ok,ok,False,True,,False,True,True,True,True,,No error,No error,,No error,False
Alma,2020-03-04 09:27:07.619000+00:00,2020-03-04 10:27:07.619000+01:00,2020-03-04,10,day,True,False,VID00000052,Watched Demo video 052,Demo video 052,Watched,English,https://www.youtube.com/watch?v=VID00000052,Demo channel 091,https://www.youtube.com/channel/UCDEMOCHANNEL00000091,UCDEMOCHANNEL00000091,Demo video 052,Demo channel 091,Demo channel 091,UCDEMOCHANNEL00000091,Demo channel 091,UCDEMOCHANNEL00000091,1905.0,1.78,1920.0,1080.0,1920x1080,30.0,True,False,True,False,56530.0,815.0,140.0,5545.0,20200215,1581724800.0,https://www.youtube.com/watch?v=VID00000052,"[""Demo category""]","[""demo tag 045""]",en,ok,ok,True,True,33.0,False,True,True,True,True,,No error,No error,,No error,False
Alma,2020-03-03 19:59:09.463000+00:00,2020-03-03 20:59:09.463000+01:00,2020-03-03,20,day,True,False,VID00000289,Watched Demo video 289,Demo video 289,Watched,English,https://www.youtube.com/watch?v=VID00000289,Demo channel 124,https://www.youtube.com/channel/UCDEMOCHANNEL00000124,UCDEMOCHANNEL00000124,Demo video 289,Demo channel 124,Demo channel 124,UCDEMOCHANNEL00000124,Demo channel 124,UCDEMOCHANNEL00000124,1772.0,1.78,1920.0,1080.0,1920x1080,30.0,True,False,True,False,292224.0,4062.0,713.0,24836.0,20200824,1598227200.0,https://www.youtube.com/watch?v=VID00000289,"[""Demo category""]","[""demo tag 236""]",en,ok,ok,True,True,48.0,False,True,True,True,True,,No error,No error,,No error,False
