Participant ID,time,watched_title,clean_title,watch_action_prefix,watch_action_language_hint,url,video_id,channel_title,channel_url,channel_id
Alma,2016-03-16 21:56:21.305000+00:00,Watched Demo video 182,Demo video 182,Watched,English,https://www.youtube.com/watch?v=VID00000182,VID00000182,Demo channel 096,https://www.youtube.com/channel/UCDEMOCHANNEL00000096,UCDEMOCHANNEL00000096
Alma,2016-02-17 00:55:18.401000+00:00,Watched Demo video 028,Demo video 028,Watched,English,https://www.youtube.com/watch?v=VID00000028,VID00000028,,,
Alma,2016-02-15 07:21:31.615000+00:00,Watched Demo video 111,Demo video 111,Watched,English,https://www.youtube.com/watch?v=VID00000111,VID00000111,Demo channel 171,https://www.youtube.com/channel/UCDEMOCHANNEL00000171,UCDEMOCHANNEL00000171
Alma,2016-02-15 07:10:40.140000+00:00,Watched Demo video 308,Demo video 308,Watched,English,https://www.youtube.com/watch?v=VID00000308,VID00000308,Demo channel 171,https://www.youtube.com/channel/UCDEMOCHANNEL00000171,UCDEMOCHANNEL00000171
Alma,2015-12-14 09:27:09.053000+00:00,Watched Demo video 112,Demo video 112,Watched,English,https://www.youtube.com/watch?v=VID00000112,VID00000112,Demo channel 060,https://www.youtube.com/channel/UCDEMOCHANNEL00000060,UCDEMOCHANNEL00000060
Alma,2015-11-22 22:31:48.427000+00:00,Watched Demo video 007,Demo video 007,Watched,English,https://www.youtube.com/watch?v=VID00000007,VID00000007,Demo channel 163,https://www.youtube.com/channel/UCDEMOCHANNEL00000163,UCDEMOCHANNEL00000163
Alma,2015-09-04 20:18:00.398000+00:00,Watched Demo video 056,Demo video 056,Watched,English,https://www.youtube.com/watch?v=VID00000056,VID00000056,Demo channel 029,https://www.youtube.com/channel/UCDEMOCHANNEL00000029,UCDEMOCHANNEL00000029
Alma,2015-09-03 10:18:03.803000+00:00,Watched Demo video 031,Demo video 031,Watched,English,https://www.youtube.com/watch?v=VID00000031,VID00000031,Demo channel 029,https://www.youtube.com/channel/UCDEMOCHANNEL00000029,UCDEMOCHANNEL00000029
Alma,2015-08-30 22:58:57.619000+00:00,Watched Demo video 219,Demo video 219,Watched,English,https://www.youtube.com/watch?v=VID00000219,VID00000219,Demo channel 133,https://www.youtube.com/channel/UCDEMOCHANNEL00000133,UCDEMOCHANNEL00000133
Alma,2015-08-22 16:43:59.032000+00:00,Watched Demo video 079,Demo video 079,Watched,English,https://www.youtube.com/watch?v=VID00000079,VID00000079,Demo channel 011,https://www.youtube.com/channel/UCDEMOCHANNEL00000011,UCDEMOCHANNEL00000011
Alma,2015-08-21 23:21:31.244000+00:00,Watched Demo video 211,Demo video 211,Watched,English,https://www.youtube.com/watch?v=VID00000211,VID00000211,Demo channel 104,https://www.youtube.com/channel/UCDEMOCHANNEL00000104,UCDEMOCHANNEL00000104
Alma,2015-08-14 15:54:05.882000+00:00,Watched Demo video 067,Demo video 067,Watched,English,https://www.youtube.com/watch?v=VID00000067,VID00000067,Demo channel 054,https://www.youtube.com/channel/UCDEMOCHANNEL00000054,UCDEMOCHANNEL00000054
Alma,2015-08-13 08:36:47.293000+00:00,Watched Demo video 243,Demo video 243,Watched,English,https://www.youtube.com/watch?v=VID00000243,VID00000243,Demo channel 017,https://www.youtube.com/channel/UCDEMOCHANNEL00000017,UCDEMOCHANNEL00000017
Alma,2015-08-08 15:56:04.335000+00:00,Watched Demo video 252,Demo video 252,Watched,English,https://www.youtube.com/watch?v=VID00000252,VID00000252,Demo channel 062,https://www.youtube.com/channel/UCDEMOCHANNEL00000062,UCDEMOCHANNEL00000062
Alma,2015-08-06 16:22:43.100000+00:00,Watched Demo video 123,Demo video 123,Watched,English,https://www.youtube.com/watch?v=VID00000123,VID00000123,Demo channel 011,https://www.youtube.com/channel/UCDEMOCHANNEL00000011,UCDEMOCHANNEL00000011
Alma,2015-08-05 09:56:43.232000+00:00,Watched Demo video 030,Demo video 030,Watched,English,https://www.youtube.com/watch?v=VID00000030,VID00000030,Demo channel 152,https://www.youtube.com/channel/UCDEMOCHANNEL00000152,UCDEMOCHANNEL00000152
Alma,2015-07-27 10:43:38.395000+00:00,Watched Demo video 067,Demo video 067,Watched,English,https://www.youtube.com/watch?v=VID00000067,VID00000067,Demo channel 054,https://www.youtube.com/channel/UCDEMOCHANNEL00000054,UCDEMOCHANNEL00000054
Alma,2015-07-25 16:35:30+00:00,Watched Demo video 163,Demo video 163,Watched,English,https://www.youtube.com/watch?v=VID00000163,VID00000163,Demo channel 055,https://www.youtube.com/channel/UCDEMOCHANNEL00000055,UCDEMOCHANNEL00000055
Alma,2015-07-25 09:53:11.011000+00:00,Watched Demo video 004,Demo video 004,Watched,English,https://www.youtube.com/watch?v=VID00000004,VID00000004,Demo channel 112,https://www.youtube.com/channel/UCDEMOCHANNEL00000112,UCDEMOCHANNEL00000112
Alma,2015-07-22 09:37:02.645000+00:00,Watched Demo video 305,Demo video 305,Watched,English,https://www.youtube.com/watch?v=VID00000305,VID00000305,Demo channel 078,https://www.youtube.com/channel/UCDEMOCHANNEL00000078,UCDEMOCHANNEL00000078
Alma,2015-07-20 11:54:30.034000+00:00,Watched Demo video 133,Demo video 133,Watched,English,https://www.youtube.com/watch?v=VID00000133,VID00000133,Demo channel 083,https://www.youtube.com/channel/UCDEMOCHANNEL00000083,UCDEMOCHANNEL00000083
Alma,2015-07-17 20:35:04.498000+00:00,Watched Demo video 217,Demo video 217,Watched,English,https://www.youtube.com/watch?v=VID00000217,VID00000217,Demo channel 112,https://www.youtube.com/channel/UCDEMOCHANNEL00000112,UCDEMOCHANNEL00000112
Alma,2015-07-08 21:08:30.889000+00:00,Watched Demo video 043,Demo video 043,Watched,English,https://www.youtube.com/watch?v=VID00000043,VID00000043,Demo channel 112,https://www.youtube.com/channel/UCDEMOCHANNEL00000112,UCDEMOCHANNEL00000112
Alma,2015-07-08 01:28:14.035000+00:00,Watched Demo video 211,Demo video 211,Watched,English,https://www.youtube.com/watch?v=VID00000211,VID00000211,Demo channel 104,https://www.youtube.com/channel/UCDEMOCHANNEL00000104,UCDEMOCHANNEL00000104
Alma,2015-06-26 10:27:49.003000+00:00,Watched Demo video 166,Demo video 166,Watched,English,https://www.youtube.com/watch?v=VID00000166,VID00000166,,,
Alma,2015-06-14 07:13:13.518000+00:00,Watched Demo video 084,Demo video 084,Watched,English,https://www.youtube.com/watch?v=VID00000084,VID00000084,Demo channel 122,https://www.youtube.com/channel/UCDEMOCHANNEL00000122,UCDEMOCHANNEL00000122
Alma,2015-06-11 07:38:53.943000+00:00,Watched Demo video 287,Demo video 287,Watched,English,https://www.youtube.com/watch?v=VID00000287,VID00000287,Demo channel 078,https://www.youtube.com/channel/UCDEMOCHANNEL00000078,UCDEMOCHANNEL00000078
Alma,2015-06-10 20:40:17.439000+00:00,Watched Demo video 272,Demo video 272,Watched,English,https://www.youtube.com/watch?v=VID00000272,VID00000272,Demo channel 078,https://www.youtube.com/channel/UCDEMOCHANNEL00000078,UCDEMOCHANNEL00000078
Alma,2015-06-09 23:08:39.269000+00:00,Watched Demo video 090,Demo video 090,Watched,English,https://www.youtube.com/watch?v=VID00000090,VID00000090,,,
Alma,2015-06-08 22:29:45.020000+00:00,Watched Demo video 277,Demo video 277,Watched,English,https://www.youtube.com/watch?v=VID00000277,VID00000277,Demo channel 014,https://www.youtube.com/channel/UCDEMOCHANNEL00000014,UCDEMOCHANNEL00000014
Alma,2015-05-28 09:25:36.357000+00:00,Watched Demo video 248,Demo video 248,Watched,English,https://www.youtube.com/watch?v=VID00000248,VID00000248,,,
Alma,2015-05-28 09:08:32.087000+00:00,Watched Demo video 290,Demo video 290,Watched,English,https://www.youtube.com/watch?v=VID00000290,VID00000290,,,
Alma,2015-05-18 08:50:12.792000+00:00,Watched Demo video 129,Demo video 129,Watched,English,https://www.youtube.com/watch?v=VID00000129,VID00000129,Demo channel 084,https://www.youtube.com/channel/UCDEMOCHANNEL00000084,UCDEMOCHANNEL00000084
Alma,2015-05-14 18:38:27.631000+00:00,Watched Demo video 012,Demo video 012,Watched,English,https://www.youtube.com/watch?v=VID00000012,VID00000012,Demo channel 056,https://www.youtube.com/channel/UCDEMOCHANNEL00000056,UCDEMOCHANNEL00000056
Alma,2015-05-06 03:37:58.807000+00:00,Watched Demo video 094,Demo video 094,Watched,English,https://www.youtube.com/watch?v=VID00000094,VID00000094,Demo channel 145,https://www.youtube.com/channel/UCDEMOCHANNEL00000145,UCDEMOCHANNEL00000145
Alma,2015-05-04 18:04:39.581000+00:00,Watched Demo video 119,Demo video 119,Watched,English,https://www.youtube.com/watch?v=VID00000119,VID00000119,Demo channel 121,https://www.youtube.com/channel/UCDEMOCHANNEL00000121,UCDEMOCHANNEL00000121
Alma,2015-05-03 20:42:39.900000+00:00,Watched Demo video 160,Demo video 160,Watched,English,https://www.youtube.com/watch?v=VID00000160,VID00000160,Demo channel 084,https://www.youtube.com/channel/UCDEMOCHANNEL00000084,UCDEMOCHANNEL00000084
Alma,2015-04-21 23:04:21.338000+00:00,Watched Demo video 042,Demo video 042,Watched,English,https://www.youtube.com/watch?v=VID00000042,VID00000042,Demo channel 158,https://www.youtube.com/channel/UCDEMOCHANNEL00000158,UCDEMOCHANNEL00000158
Alma,2015-04-21 18:20:17.245000+00:00,Watched Demo video 104,Demo video 104,Watched,English,https://www.youtube.com/watch?v=VID00000104,VID00000104,Demo channel 173,https://www.youtube.com/channel/UCDEMOCHANNEL00000173,UCDEMOCHANNEL00000173
Alma,2015-04-21 15:08:25.529000+00:00,Watched Demo video 292,Demo video 292,Watched,English,https://www.youtube.com/watch?v=VID00000292,VID00000292,Demo channel 141,https://www.youtube.com/channel/UCDEMOCHANNEL00000141,UCDEMOCHANNEL00000141
Alma,2015-03-30 13:56:42.847000+00:00,Watched Demo video 189,Demo video 189,Watched,English,https://www.youtube.com/watch?v=VID00000189,VID00000189,Demo channel 180,https://www.youtube.com/channel/UCDEMOCHANNEL00000180,UCDEMOCHANNEL00000180
Beata,2025-04-01 20:43:25.151000+00:00,Watched Demo video 072,Demo video 072,Watched,English,https://www.youtube.com/watch?v=VID00000072,VID00000072,Demo channel 051,https://www.youtube.com/channel/UCDEMOCHANNEL00000051,UCDEMOCHANNEL00000051
Beata,2025-03-24 06:25:19.719000+00:00,Watched Demo video 231,Demo video 231,Watched,English,https://www.youtube.com/watch?v=VID00000231,VID00000231,Demo channel 050,https://www.youtube.com/channel/UCDEMOCHANNEL00000050,UCDEMOCHANNEL00000050
Beata,2024-12-16 09:33:36.856000+00:00,Watched Demo video 306,Demo video 306,Watched,English,https://www.youtube.com/watch?v=VID00000306,VID00000306,Demo channel 155,https://www.youtube.com/channel/UCDEMOCHANNEL00000155,UCDEMOCHANNEL00000155
Beata,2024-11-04 07:56:39.913000+00:00,Watched Demo video 307,Demo video 307,Watched,English,https://www.youtube.com/watch?v=VID00000307,VID00000307,Demo channel 123,https://www.youtube.com/channel/UCDEMOCHANNEL00000123,UCDEMOCHANNEL00000123
Beata,2024-10-28 06:41:15.726000+00:00,Watched Demo video 295,Demo video 295,Watched,English,https://www.youtube.com/watch?v=VID00000295,VID00000295,Demo channel 046,https://www.youtube.com/channel/UCDEMOCHANNEL00000046,UCDEMOCHANNEL00000046
Beata,2024-08-27 08:43:47.705000+00:00,Watched Demo video 126,Demo video 126,Watched,English,https://www.youtube.com/watch?v=VID00000126,VID00000126,Demo channel 006,https://www.youtube.com/channel/UCDEMOCHANNEL00000006,UCDEMOCHANNEL00000006
Beata,2024-08-14 09:50:34.656000+00:00,Watched Demo video 254,Demo video 254,Watched,English,https://www.youtube.com/watch?v=VID00000254,VID00000254,Demo channel 125,https://www.youtube.com/channel/UCDEMOCHANNEL00000125,UCDEMOCHANNEL00000125
Beata,2024-08-07 11:16:22.893000+00:00,Watched Demo video 125,Demo video 125,Watched,English,https://www.youtube.com/watch?v=VID00000125,VID00000125,Demo channel 008,https://www.youtube.com/channel/UCDEMOCHANNEL00000008,UCDEMOCHANNEL00000008
Beata,2024-05-16 09:08:26.727000+00:00,Watched Demo video 284,Demo video 284,Watched,English,https://www.youtube.com/watch?v=VID00000284,VID00000284,Demo channel 159,https://www.youtube.com/channel/UCDEMOCHANNEL00000159,UCDEMOCHANNEL00000159
Beata,2024-04-11 05:10:43.316000+00:00,Watched Demo video 130,Demo video 130,Watched,English,https://www.youtube.com/watch?v=VID00000130,VID00000130,Demo channel 080,https://www.youtube.com/channel/UCDEMOCHANNEL00000080,UCDEMOCHANNEL00000080
Beata,2024-04-11 05:09:26.643000+00:00,Watched Demo video 063,Demo video 063,Watched,English,https://www.youtube.com/watch?v=VID00000063,VID00000063,Demo channel 080,https://www.youtube.com/channel/UCDEMOCHANNEL00000080,UCDEMOCHANNEL00000080
Beata,2024-02-20 14:45:57.206000+00:00,Watched Demo video 235,Demo video 235,Watched,English,https://www.youtube.com/watch?v=VID00000235,VID00000235,Demo channel 052,https://www.youtube.com/channel/UCDEMOCHANNEL00000052,UCDEMOCHANNEL00000052
Beata,2024-02-20 14:40:57.471000+00:00,Watched Demo video 073,Demo video 073,Watched,English,https://www.youtube.com/watch?v=VID00000073,VID00000073,Demo channel 013,https://www.youtube.com/channel/UCDEMOCHANNEL00000013,UCDEMOCHANNEL00000013
Beata,2023-11-23 16:32:26.746000+00:00,Watched Demo video 021,Demo video 021,Watched,English,https://www.youtube.com/watch?v=VID00000021,VID00000021,Demo channel 074,https://www.youtube.com/channel/UCDEMOCHANNEL00000074,UCDEMOCHANNEL00000074
Beata,2023-11-20 20:59:33.868000+00:00,Watched Demo video 062,Demo video 062,Watched,English,https://www.youtube.com/watch?v=VID00000062,VID00000062,Demo channel 136,https://www.youtube.com/channel/UCDEMOCHANNEL00000136,UCDEMOCHANNEL00000136
Beata,2023-11-20 19:11:55.139000+00:00,Watched Demo video 251,Demo video 251,Watched,English,https://www.youtube.com/watch?v=VID00000251,VID00000251,Demo channel 025,https://www.youtube.com/channel/UCDEMOCHANNEL00000025,UCDEMOCHANNEL00000025
Beata,2023-07-06 07:33:05.046000+00:00,Watched Demo video 013,Demo video 013,Watched,English,https://www.youtube.com/watch?v=VID00000013,VID00000013,Demo channel 097,https://www.youtube.com/channel/UCDEMOCHANNEL00000097,UCDEMOCHANNEL00000097
Beata,2023-02-23 18:59:22.783000+00:00,Watched Demo video 158,Demo video 158,Watched,English,https://www.youtube.com/watch?v=VID00000158,VID00000158,Demo channel 131,https://www.youtube.com/channel/UCDEMOCHANNEL00000131,UCDEMOCHANNEL00000131
Beata,2023-01-18 16:31:31.405000+00:00,Watched Demo video 006,Demo video 006,Watched,English,https://www.youtube.com/watch?v=VID00000006,VID00000006,Demo channel 058,https://www.youtube.com/channel/UCDEMOCHANNEL00000058,UCDEMOCHANNEL00000058
Beata,2023-01-17 08:34:14.268000+00:00,Watched Demo video 212,Demo video 212,Watched,English,https://www.youtube.com/watch?v=VID00000212,VID00000212,Demo channel 094,https://www.youtube.com/channel/UCDEMOCHANNEL00000094,UCDEMOCHANNEL00000094
Beata,2022-11-13 13:12:35.587000+00:00,Watched Demo video 032,Demo video 032,Watched,English,https://www.youtube.com/watch?v=VID00000032,VID00000032,Demo channel 132,https://www.youtube.com/channel/UCDEMOCHANNEL00000132,UCDEMOCHANNEL00000132
Beata,2022-11-04 16:05:57.852000+00:00,Watched Demo video 159,Demo video 159,Watched,English,https://www.youtube.com/watch?v=VID00000159,VID00000159,Demo channel 045,https://www.youtube.com/channel/UCDEMOCHANNEL00000045,UCDEMOCHANNEL00000045
