Participant ID,time,watch_local_time,watch_local_date,watch_local_hour,time_of_day,is_daytime_watch,is_nighttime_watch,video_id,watched_title,clean_title,watch_action_prefix,watch_action_language_hint,url,donated_channel_title,donated_channel_url,donated_channel_id,metadata_title,metadata_channel,metadata_uploader,metadata_channel_id,analysis_channel_title,analysis_channel_id,duration_seconds,aspect_ratio,width,height,resolution,fps,shorts_metadata_available,is_short,is_long,is_short_by_metadata,view_count,like_count,comment_count,channel_follower_count,upload_date,metadata_timestamp,metadata_url,categories,tags,language,metadata_status,metadata_join_status,searched_for,has_search_history,seconds_since_prior_search,subscribed,has_subscription_history,has_metadata,has_duration,has_channel_id,metadata_error,generalized_error_msg,problematic_category,problematic_critical,problematic_assessment_label,is_problematic,watch_event_position,participant_event_number,next_watch_time,seconds_to_next_watch,expected_end_time,estimated_watch_seconds,overlap_with_next_seconds,estimated_watch_minutes,estimated_watch_hours,watchtime_status
Alma,2015-05-28 09:25:36.357000+00:00,2015-05-28 11:25:36.357000+02:00,2015-05-28,11,day,True,False,VID00000248,Watched Demo video 248,Demo video 248,Watched,English,https://www.youtube.com/watch?v=VID00000248,,,,,,,,,,,,,,,,False,False,True,False,,,,,,,,,,,error,metadata_error,False,True,,,True,True,False,False,ERROR: [youtube] VID00000248: Video unavailable,Video unavailable,unavailable,N,Not problematic,False,79,11,2015-06-08 22:29:45.020000+00:00,997448.663,,,,,,missing_duration
Alma,2015-06-08 22:29:45.020000+00:00,2015-06-09 00:29:45.020000+02:00,2015-06-09,0,night,False,True,VID00000277,Watched Demo video 277,Demo video 277,Watched,English,https://www.youtube.com/watch?v=VID00000277,Demo channel 014,https://www.youtube.com/channel/UCDEMOCHANNEL00000014,UCDEMOCHANNEL00000014,Demo video 277,Demo channel 014,Demo channel 014,UCDEMOCHANNEL00000014,Demo channel 014,UCDEMOCHANNEL00000014,1402.0,1.78,1920.0,1080.0,1920x1080,30.0,True,False,True,False,279884.0,3892.0,683.0,23826.0,20200814.0,1597363200.0,https://www.youtube.com/watch?v=VID00000277,"[""Demo category""]","[""demo tag 226""]",en,ok,ok,False,True,,False,True,True,True,True,,No error,No error,,No error,False,78,12,2015-06-09 23:08:39.269000+00:00,88734.249,2015-06-08 22:53:07.020000+00:00,1402.0,0.0,23.366666666666667,0.3894444444444444,full_duration_before_next_watch
Alma,2015-06-09 23:08:39.269000+00:00,2015-06-10 01:08:39.269000+02:00,2015-06-10,1,night,False,True,VID00000090,Watched Demo video 090,Demo video 090,Watched,English,https://www.youtube.com/watch?v=VID00000090,,,,,,,,,,,,,,,,False,False,True,False,,,,,,,,,,,error,metadata_error,True,True,44.0,,True,True,False,False,ERROR: [youtube] VID00000090: Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,Private video. Sign in if you've been granted access to this video. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,access management,N,Not problematic,False,77,13,2015-06-10 20:40:17.439000+00:00,77498.17,,,,,,missing_duration
Alma,2015-06-10 20:40:17.439000+00:00,2015-06-10 22:40:17.439000+02:00,2015-06-10,22,day,True,False,VID00000272,Watched Demo video 272,Demo video 272,Watched,English,https://www.youtube.com/watch?v=VID00000272,Demo channel 078,https://www.youtube.com/channel/UCDEMOCHANNEL00000078,UCDEMOCHANNEL00000078,Demo video 272,Demo channel 078,Demo channel 078,UCDEMOCHANNEL00000078,Demo channel 078,UCDEMOCHANNEL00000078,1291.0,1.78,1920.0,1080.0,1920x1080,30.0,True,False,True,False,276182.0,3841.0,674.0,23523.0,20200811.0,1597104000.0,https://www.youtube.com/watch?v=VID00000272,"[""Demo category""]","[""demo tag 223""]",en,ok,ok,False,True,,False,True,True,True,True,,No error,No error,,No error,False,76,14,2015-06-11 07:38:53.943000+00:00,39516.504,2015-06-10 21:01:48.439000+00:00,1291.0,0.0,21.516666666666666,0.3586111111111111,full_duration_before_next_watch
Alma,2015-06-11 07:38:53.943000+00:00,2015-06-11 09:38:53.943000+02:00,2015-06-11,9,day,True,False,VID00000287,Watched Demo video 287,Demo video 287,Watched,English,https://www.youtube.com/watch?v=VID00000287,Demo channel 078,https://www.youtube.com/channel/UCDEMOCHANNEL00000078,UCDEMOCHANNEL00000078,Demo video 287,Demo channel 078,Demo channel 078,UCDEMOCHANNEL00000078,Demo channel 078,UCDEMOCHANNEL00000078,1698.0,1.78,1920.0,1080.0,1920x1080,30.0,True,False,True,False,289756.0,4028.0,707.0,24634.0,20200822.0,1598054400.0,https://www.youtube.com/watch?v=VID00000287,"[""Demo category""]","[""demo tag 234""]",en,ok,ok,True,True,17.0,False,True,True,True,True,,No error,No error,,No error,False,75,15,2015-06-14 07:13:13.518000+00:00,257659.575,2015-06-11 08:07:11.943000+00:00,1698.0,0.0,28.3,0.4716666666666667,full_duration_before_next_watch
Alma,2015-06-14 07:13:13.518000+00:00,2015-06-14 09:13:13.518000+02:00,2015-06-14,9,day,True,False,VID00000084,Watched Demo video 084,Demo video 084,Watched,English,https://www.youtube.com/watch?v=VID00000084,Demo channel 122,https://www.youtube.com/channel/UCDEMOCHANNEL00000122,UCDEMOCHANNEL00000122,,,,,Demo channel 122,UCDEMOCHANNEL00000122,,,,,,,False,False,True,False,,,,,,,,,,,error,metadata_error,False,True,,,True,True,False,True,"ERROR: [youtube] VID00000084: Video unavailable. This video contains content from WMG, who has blocked it on copyright grounds",Video unavailable. This video contains content from copyright owner(s) who have blocked it on copyright grounds,removed - copyright claim,Platform external legal action,Removed due to external legal rights,False,74,16,2015-06-26 10:27:49.003000+00:00,1048475.485,,,,,,missing_duration
Alma,2015-06-26 10:27:49.003000+00:00,2015-06-26 12:27:49.003000+02:00,2015-06-26,12,day,True,False,VID00000166,Watched Demo video 166,Demo video 166,Watched,English,https://www.youtube.com/watch?v=VID00000166,,,,,,,,,,,,,,,,False,False,True,False,,,,,,,,,,,error,metadata_error,False,True,,,True,True,False,False,ERROR: [youtube] VID00000166: Video unavailable. This video is no longer available because the YouTube account associated with this video has been terminated.,Video unavailable. This video is no longer available because the YouTube account associated with this video has been terminated.,removed - account terminated,Y,Problematic,True,73,17,2015-07-08 01:28:14.035000+00:00,1004425.032,,,,,,missing_duration
Alma,2015-07-08 01:28:14.035000+00:00,2015-07-08 03:28:14.035000+02:00,2015-07-08,3,night,False,True,VID00000211,Watched Demo video 211,Demo video 211,Watched,English,https://www.youtube.com/watch?v=VID00000211,Demo channel 104,https://www.youtube.com/channel/UCDEMOCHANNEL00000104,UCDEMOCHANNEL00000104,Demo video 211,Demo channel 104,Demo channel 104,UCDEMOCHANNEL00000104,Demo channel 104,UCDEMOCHANNEL00000104,2930.0,1.78,1920.0,1080.0,1920x1080,30.0,True,False,True,False,210780.0,2940.0,515.0,18170.0,20200619.0,1592524800.0,https://www.youtube.com/watch?v=VID00000211,"[""Demo category""]","[""demo tag 170""]",en,ok,ok,False,True,,False,True,True,True,True,,No error,No error,,No error,False,72,18,2015-07-08 21:08:30.889000+00:00,70816.854,2015-07-08 02:17:04.035000+00:00,2930.0,0.0,48.833333333333336,0.8138888888888889,full_duration_before_next_watch
Alma,2015-07-08 21:08:30.889000+00:00,2015-07-08 23:08:30.889000+02:00,2015-07-08,23,day,True,False,VID00000043,Watched Demo video 043,Demo video 043,Watched,English,https://www.youtube.com/watch?v=VID00000043,Demo channel 112,https://www.youtube.com/channel/UCDEMOCHANNEL00000112,UCDEMOCHANNEL00000112,Demo video 043,Demo channel 112,Demo channel 112,UCDEMOCHANNEL00000112,Demo channel 112,UCDEMOCHANNEL00000112,1646.0,1.78,1920.0,1080.0,1920x1080,30.0,True,False,True,False,47892.0,696.0,119.0,4838.0,20200208.0,1581120000.0,https://www.youtube.com/watch?v=VID00000043,"[""Demo category""]","[""demo tag 038""]",en,ok,ok,False,True,,False,True,True,True,True,,No error,No error,,No error,False,71,19,2015-07-17 20:35:04.498000+00:00,775593.609,2015-07-08 21:35:56.889000+00:00,1646.0,0.0,27.433333333333334,0.4572222222222222,full_duration_before_next_watch
Alma,2015-07-17 20:35:04.498000+00:00,2015-07-17 22:35:04.498000+02:00,2015-07-17,22,day,True,False,VID00000217,Watched Demo video 217,Demo video 217,Watched,English,https://www.youtube.com/watch?v=VID00000217,Demo channel 112,https://www.youtube.com/channel/UCDEMOCHANNEL00000112,UCDEMOCHANNEL00000112,Demo video 217,Demo channel 112,Demo channel 112,UCDEMOCHANNEL00000112,Demo channel 112,UCDEMOCHANNEL00000112,3115.0,1.78,1920.0,1080.0,1920x1080,30.0,True,False,True,False,216950.0,3025.0,530.0,18675.0,20200624.0,1592956800.0,https://www.youtube.com/watch?v=VID00000217,"[""Demo category""]","[""demo tag 175""]",en,ok,ok,False,True,,False,True,True,True,True,,No error,No error,,No error,False,70,20,2015-07-20 11:54:30.034000+00:00,227965.536,2015-07-17 21:26:59.498000+00:00,3115.0,0.0,51.916666666666664,0.8652777777777778,full_duration_before_next_watch
Alma,2015-07-20 11:54:30.034000+00:00,2015-07-20 13:54:30.034000+02:00,2015-07-20,13,day,True,False,VID00000133,Watched Demo video 133,Demo video 133,Watched,English,https://www.youtube.com/watch?v=VID00000133,Demo channel 083,https://www.youtube.com/channel/UCDEMOCHANNEL00000083,UCDEMOCHANNEL00000083,Demo video 133,Demo channel 083,Demo channel 083,UCDEMOCHANNEL00000083,Demo channel 083,UCDEMOCHANNEL00000083,673.0,1.78,1920.0,1080.0,1920x1080,30.0,True,False,True,False,135506.0,1903.0,332.0,12009.0,20200419.0,1587254400.0,https://www.youtube.com/watch?v=VID00000133,"[""Demo category""]","[""demo tag 109""]",en,ok,ok,False,True,,False,True,True,True,True,,No error,No error,,No error,False,69,21,2015-07-22 09:37:02.645000+00:00,164552.611,2015-07-20 12:05:43.034000+00:00,673.0,0.0,11.216666666666667,0.18694444444444444,full_duration_before_next_watch
Alma,2015-07-22 09:37:02.645000+00:00,2015-07-22 11:37:02.645000+02:00,2015-07-22,11,day,True,False,VID00000305,Watched Demo video 305,Demo video 305,Watched,English,https://www.youtube.com/watch?v=VID00000305,Demo channel 078,https://www.youtube.com/channel/UCDEMOCHANNEL00000078,UCDEMOCHANNEL00000078,Demo video 305,Demo channel 078,Demo channel 078,UCDEMOCHANNEL00000078,Demo channel 078,UCDEMOCHANNEL00000078,2253.0,1.78,1920.0,1080.0,1920x1080,30.0,True,False,True,False,308266.0,4283.0,752.0,26149.0,20200906.0,1599350400.0,https://www.youtube.com/watch?v=VID00000305,"[""Demo category""]","[""demo tag 249""]",en,ok,ok,False,True,,False,True,True,True,True,,No error,No error,,No error,False,68,22,2015-07-25 09:53:11.011000+00:00,260168.366,2015-07-22 10:14:35.645000+00:00,2253.0,0.0,37.55,0.6258333333333334,full_duration_before_next_watch
Alma,2015-07-25 09:53:11.011000+00:00,2015-07-25 11:53:11.011000+02:00,2015-07-25,11,day,True,False,VID00000004,Watched Demo video 004,Demo video 004,Watched,English,https://www.youtube.com/watch?v=VID00000004,Demo channel 112,https://www.youtube.com/channel/UCDEMOCHANNEL00000112,UCDEMOCHANNEL00000112,Demo video 004,Demo channel 112,Demo channel 112,UCDEMOCHANNEL00000112,Demo channel 112,UCDEMOCHANNEL00000112,388.0,1.78,1920.0,1080.0,1920x1080,30.0,True,False,True,False,5936.0,118.0,17.0,1404.0,20200105.0,1578182400.0,https://www.youtube.com/watch?v=VID00000004,"[""Demo category""]","[""demo tag 004""]",en,ok,ok,False,True,,False,True,True,True,True,,No error,No error,,No error,False,67,23,2015-07-25 16:35:30+00:00,24138.989,2015-07-25 09:59:39.011000+00:00,388.0,0.0,6.466666666666667,0.10777777777777778,full_duration_before_next_watch
Alma,2015-07-25 16:35:30+00:00,2015-07-25 18:35:30+02:00,2015-07-25,18,day,True,False,VID00000163,Watched Demo video 163,Demo video 163,Watched,English,https://www.youtube.com/watch?v=VID00000163,Demo channel 055,https://www.youtube.com/channel/UCDEMOCHANNEL00000055,UCDEMOCHANNEL00000055,Demo video 163,Demo channel 055,Demo channel 055,UCDEMOCHANNEL00000055,Demo channel 055,UCDEMOCHANNEL00000055,1635.0,1.78,1920.0,1080.0,1920x1080,30.0,True,False,True,False,167590.0,2345.0,410.0,14635.0,20200515.0,1589500800.0,https://www.youtube.com/watch?v=VID00000163,"[""Demo category""]","[""demo tag 135""]",en,ok,ok,True,True,37.0,False,True,True,True,True,,No error,No error,,No error,False,66,24,2015-07-27 10:43:38.395000+00:00,151688.395,2015-07-25 17:02:45+00:00,1635.0,0.0,27.25,0.45416666666666666,full_duration_before_next_watch
Alma,2015-07-27 10:43:38.395000+00:00,2015-07-27 12:43:38.395000+02:00,2015-07-27,12,day,True,False,VID00000067,Watched Demo video 067,Demo video 067,Watched,English,https://www.youtube.com/watch?v=VID00000067,Demo channel 054,https://www.youtube.com/channel/UCDEMOCHANNEL00000054,UCDEMOCHANNEL00000054,,,,,Demo channel 054,UCDEMOCHANNEL00000054,,,,,,,False,False,True,False,,,,,,,,,,,error,metadata_error,False,True,,,True,True,False,True,ERROR: Unable to download video subtitles for 'en': HTTP Error 429: Too Many Requests,ERROR: Unable to download video subtitles for 'en': HTTP Error 429: Too Many Requests,access management,N,Not problematic,False,65,25,2015-08-05 09:56:43.232000+00:00,774784.837,,,,,,missing_duration
Alma,2015-08-05 09:56:43.232000+00:00,2015-08-05 11:56:43.232000+02:00,2015-08-05,11,day,True,False,VID00000030,Watched Demo video 030,Demo video 030,Watched,English,https://www.youtube.com/watch?v=VID00000030,Demo channel 152,https://www.youtube.com/channel/UCDEMOCHANNEL00000152,UCDEMOCHANNEL00000152,Demo video 030,Demo channel 152,Demo channel 152,UCDEMOCHANNEL00000152,Demo channel 152,UCDEMOCHANNEL00000152,1239.0,1.78,1920.0,1080.0,1920x1080,30.0,True,False,True,False,34318.0,509.0,86.0,3727.0,20200128.0,1580169600.0,https://www.youtube.com/watch?v=VID00000030,"[""Demo category""]","[""demo tag 027""]",en,ok,ok,False,True,,False,True,True,True,True,,No error,No error,,No error,False,64,26,2015-08-06 16:22:43.100000+00:00,109559.868,2015-08-05 10:17:22.232000+00:00,1239.0,0.0,20.65,0.3441666666666667,full_duration_before_next_watch
Alma,2015-08-06 16:22:43.100000+00:00,2015-08-06 18:22:43.100000+02:00,2015-08-06,18,day,True,False,VID00000123,Watched Demo video 123,Demo video 123,Watched,English,https://www.youtube.com/watch?v=VID00000123,Demo channel 011,https://www.youtube.com/channel/UCDEMOCHANNEL00000011,UCDEMOCHANNEL00000011,Demo video 123,Demo channel 011,Demo channel 011,UCDEMOCHANNEL00000011,Demo channel 011,UCDEMOCHANNEL00000011,340.0,1.78,1920.0,1080.0,1920x1080,30.0,True,False,True,False,124400.0,1750.0,305.0,11100.0,20200410.0,1586476800.0,https://www.youtube.com/watch?v=VID00000123,"[""Demo category""]","[""demo tag 100""]",en,ok,ok,False,True,,False,True,True,True,True,,No error,No error,,No error,False,63,27,2015-08-08 15:56:04.335000+00:00,171201.235,2015-08-06 16:28:23.100000+00:00,340.0,0.0,5.666666666666667,0.09444444444444444,full_duration_before_next_watch
Alma,2015-08-08 15:56:04.335000+00:00,2015-08-08 17:56:04.335000+02:00,2015-08-08,17,day,True,False,VID00000252,Watched Demo video 252,Demo video 252,Watched,English,https://www.youtube.com/watch?v=VID00000252,Demo channel 062,https://www.youtube.com/channel/UCDEMOCHANNEL00000062,UCDEMOCHANNEL00000062,Demo video 252,Demo channel 062,Demo channel 062,UCDEMOCHANNEL00000062,Demo channel 062,UCDEMOCHANNEL00000062,662.0,1.78,1920.0,1080.0,1920x1080,30.0,True,False,True,False,255204.0,3552.0,623.0,21806.0,20200725.0,1595635200.0,https://www.youtube.com/watch?v=VID00000252,"[""Demo category""]","[""demo tag 206""]",en,ok,ok,False,True,,False,True,True,True,True,,No error,No error,,No error,False,62,28,2015-08-13 08:36:47.293000+00:00,405642.958,2015-08-08 16:07:06.335000+00:00,662.0,0.0,11.033333333333333,0.18388888888888888,full_duration_before_next_watch
Alma,2015-08-13 08:36:47.293000+00:00,2015-08-13 10:36:47.293000+02:00,2015-08-13,10,day,True,False,VID00000243,Watched Demo video 243,Demo video 243,Watched,English,https://www.youtube.com/watch?v=VID00000243,Demo channel 017,https://www.youtube.com/channel/UCDEMOCHANNEL00000017,UCDEMOCHANNEL00000017,Demo video 243,Demo channel 017,Demo channel 017,UCDEMOCHANNEL00000017,Demo channel 017,UCDEMOCHANNEL00000017,329.0,1.78,1920.0,1080.0,1920x1080,30.0,True,False,True,False,244098.0,3399.0,596.0,20897.0,20200716.0,1594857600.0,https://www.youtube.com/watch?v=VID00000243,"[""Demo category""]","[""demo tag 197""]",en,ok,ok,False,True,,False,True,True,True,True,,No error,No error,,No error,False,61,29,2015-08-14 15:54:05.882000+00:00,112638.589,2015-08-13 08:42:16.293000+00:00,329.0,0.0,5.483333333333333,0.0913888888888889,full_duration_before_next_watch
Alma,2015-08-14 15:54:05.882000+00:00,2015-08-14 17:54:05.882000+02:00,2015-08-14,17,day,True,False,VID00000067,Watched Demo video 067,Demo video 067,Watched,English,https://www.youtube.com/watch?v=VID00000067,Demo channel 054,https://www.youtube.com/channel/UCDEMOCHANNEL00000054,UCDEMOCHANNEL00000054,,,,,Demo channel 054,UCDEMOCHANNEL00000054,,,,,,,False,False,True,False,,,,,,,,,,,error,metadata_error,True,True,17.0,,True,True,False,True,ERROR: Unable to download video subtitles for 'en': HTTP Error 429: Too Many Requests,ERROR: Unable to download video subtitles for 'en': HTTP Error 429: Too Many Requests,access management,N,Not problematic,False,60,30,2015-08-21 23:21:31.244000+00:00,631645.362,,,,,,missing_duration
