Participant ID,time,header,search_title,search_action,is_known_search_action,is_search_query,query_from_title,query_from_url,url,details,description
Alma,2023-05-22 14:58:11.345000+00:00,YouTube,Watched Demo video 301,Watched,False,False,,,https://www.youtube.com/watch?v=VID00000301,[{'name': 'From Google Ads'}],Demo search-history row
Alma,2023-04-11 12:29:42.758000+00:00,YouTube,Watched Demo video 269,Watched,False,False,,,https://www.youtube.com/watch?v=VID00000269,[{'name': 'From Google Ads'}],Demo search-history row
Alma,2022-11-28 13:23:11.752000+00:00,YouTube,Watched Demo video 275,Watched,False,False,,,https://www.youtube.com/watch?v=VID00000275,[{'name': 'From Google Ads'}],Demo search-history row
Alma,2022-10-24 12:27:03.904000+00:00,YouTube,Watched Demo video 026,Watched,False,False,,,https://www.youtube.com/watch?v=VID00000026,[{'name': 'From Google Ads'}],Demo search-history row
Alma,2022-10-24 08:12:10.493000+00:00,YouTube,Searched for demo search query 040,Searched,True,True,demo search query 040,demo search query 040,https://www.youtube.com/results?search_query=demo+search+query+040,,
Alma,2020-09-07 11:25:13.954000+00:00,YouTube,Searched for demo search query 014,Searched,True,True,demo search query 014,demo search query 014,https://www.youtube.com/results?search_query=demo+search+query+014,,
Alma,2020-04-17 08:36:37.714000+00:00,YouTube,Searched for demo search query 048,Searched,True,True,demo search query 048,demo search query 048,https://www.youtube.com/results?search_query=demo+search+query+048,,
Alma,2020-03-04 09:26:34.619000+00:00,YouTube,Searched for demo search query 080,Searched,True,True,demo search query 080,demo search query 080,https://www.youtube.com/results?search_query=demo+search+query+080,,
Alma,2020-03-03 19:58:21.463000+00:00,YouTube,Searched for demo search query 023,Searched,True,True,demo search query 023,demo search query 023,https://www.youtube.com/results?search_query=demo+search+query+023,,
Alma,2019-07-31 09:08:30.454000+00:00,YouTube,Searched for demo search query 031,Searched,True,True,demo search query 031,demo search query 031,https://www.youtube.com/results?search_query=demo+search+query+031,,
Alma,2019-03-27 21:19:21.977000+00:00,YouTube,Searched for demo search query 068,Searched,True,True,demo search query 068,demo search query 068,https://www.youtube.com/results?search_query=demo+search+query+068,,
Alma,2019-03-27 21:14:39.427000+00:00,YouTube,Searched for demo search query 070,Searched,True,True,demo search query 070,demo search query 070,https://www.youtube.com/results?search_query=demo+search+query+070,,
Alma,2016-02-17 00:54:49.401000+00:00,YouTube,Searched for demo search query 018,Searched,True,True,demo search query 018,demo search query 018,https://www.youtube.com/results?search_query=demo+search+query+018,,
Alma,2015-12-14 09:26:50.053000+00:00,YouTube,Searched for demo search query 064,Searched,True,True,demo search query 064,demo search query 064,https://www.youtube.com/results?search_query=demo+search+query+064,,
Alma,2015-08-14 15:53:48.882000+00:00,YouTube,Searched for demo search query 078,Searched,True,True,demo search query 078,demo search query 078,https://www.youtube.com/results?search_query=demo+search+query+078,,
Alma,2015-07-25 16:34:53+00:00,YouTube,Searched for demo search query 002,Searched,True,True,demo search query 002,demo search query 002,https://www.youtube.com/results?search_query=demo+search+query+002,,
Alma,2015-06-11 07:38:36.943000+00:00,YouTube,Searched for demo search query 030,Searched,True,True,demo search query 030,demo search query 030,https://www.youtube.com/results?search_query=demo+search+query+030,,
Alma,2015-06-09 23:07:55.269000+00:00,YouTube,Searched for demo search query 026,Searched,True,True,demo search query 026,demo search query 026,https://www.youtube.com/results?search_query=demo+search+query+026,,
Alma,2015-05-14 18:37:33.631000+00:00,YouTube,Searched for demo search query 063,Searched,True,True,demo search query 063,demo search query 063,https://www.youtube.com/results?search_query=demo+search+query+063,,
Alma,2015-05-06 03:37:06.807000+00:00,YouTube,Searched for demo search query 090,Searched,True,True,demo search query 090,demo search query 090,https://www.youtube.com/results?search_query=demo+search+query+090,,
Alma,2015-04-21 15:08:08.529000+00:00,YouTube,Searched for demo search query 085,Searched,True,True,demo search query 085,demo search query 085,https://www.youtube.com/results?search_query=demo+search+query+085,,
Beata,2025-12-28 19:24:18.422000+00:00,YouTube,Watched Demo video 188,Watched,False,False,,,https://www.youtube.com/watch?v=VID00000188,[{'name': 'From Google Ads'}],Demo search-history row
Beata,2025-04-04 09:51:43.911000+00:00,YouTube,Watched Demo video 153,Watched,False,False,,,https://www.youtube.com/watch?v=VID00000153,[{'name': 'From Google Ads'}],Demo search-history row
Beata,2025-04-01 21:15:25.151000+00:00,YouTube,Searched for demo search query 017,Searched,True,True,demo search query 017,demo search query 017,https://www.youtube.com/results?search_query=demo+search+query+017,,
Beata,2025-04-01 21:12:25.151000+00:00,YouTube,Searched for demo search query 029,Searched,True,True,demo search query 029,demo search query 029,https://www.youtube.com/results?search_query=demo+search+query+029,,
Beata,2025-04-01 21:09:25.151000+00:00,YouTube,Searched for demo search query 024,Searched,True,True,demo search query 024,demo search query 024,https://www.youtube.com/results?search_query=demo+search+query+024,,
Beata,2025-04-01 21:06:25.151000+00:00,YouTube,Searched for demo search query 027,Searched,True,True,demo search query 027,demo search query 027,https://www.youtube.com/results?search_query=demo+search+query+027,,
Beata,2025-04-01 21:03:25.151000+00:00,YouTube,Searched for demo search query 083,Searched,True,True,demo search query 083,demo search query 083,https://www.youtube.com/results?search_query=demo+search+query+083,,
Beata,2025-04-01 21:00:25.151000+00:00,YouTube,Searched for demo search query 055,Searched,True,True,demo search query 055,demo search query 055,https://www.youtube.com/results?search_query=demo+search+query+055,,
Beata,2025-04-01 20:57:25.151000+00:00,YouTube,Searched for demo search query 076,Searched,True,True,demo search query 076,demo search query 076,https://www.youtube.com/results?search_query=demo+search+query+076,,
Beata,2025-04-01 20:54:25.151000+00:00,YouTube,Searched for demo search query 060,Searched,True,True,demo search query 060,demo search query 060,https://www.youtube.com/results?search_query=demo+search+query+060,,
Beata,2025-04-01 20:51:25.151000+00:00,YouTube,Searched for demo search query 022,Searched,True,True,demo search query 022,demo search query 022,https://www.youtube.com/results?search_query=demo+search+query+022,,
Beata,2025-04-01 20:48:25.151000+00:00,YouTube,Searched for demo search query 001,Searched,True,True,demo search query 001,demo search query 001,https://www.youtube.com/results?search_query=demo+search+query+001,,
Beata,2025-02-04 21:35:28.981000+00:00,YouTube,Watched Demo video 173,Watched,False,False,,,https://www.youtube.com/watch?v=VID00000173,[{'name': 'From Google Ads'}],Demo search-history row
Beata,2024-11-17 13:42:29.859000+00:00,YouTube,Watched Demo video 168,Watched,False,False,,,https://www.youtube.com/watch?v=VID00000168,[{'name': 'From Google Ads'}],Demo search-history row
Beata,2024-04-24 14:11:15.148000+00:00,YouTube,Watched Demo video 136,Watched,False,False,,,https://www.youtube.com/watch?v=VID00000136,[{'name': 'From Google Ads'}],Demo search-history row
Beata,2024-04-11 05:10:15.316000+00:00,YouTube,Searched for demo search query 004,Searched,True,True,demo search query 004,demo search query 004,https://www.youtube.com/results?search_query=demo+search+query+004,,
Beata,2024-04-11 05:09:16.643000+00:00,YouTube,Searched for demo search query 073,Searched,True,True,demo search query 073,demo search query 073,https://www.youtube.com/results?search_query=demo+search+query+073,,
Beata,2024-02-23 10:23:35.310000+00:00,YouTube,Watched Demo video 181,Watched,False,False,,,https://www.youtube.com/watch?v=VID00000181,[{'name': 'From Google Ads'}],Demo search-history row
Beata,2024-02-21 10:13:58.735000+00:00,YouTube,Watched Demo video 121,Watched,False,False,,,https://www.youtube.com/watch?v=VID00000121,[{'name': 'From Google Ads'}],Demo search-history row
Beata,2024-02-20 14:59:16.896000+00:00,YouTube,Watched Demo video 109,Watched,False,False,,,https://www.youtube.com/watch?v=VID00000109,[{'name': 'From Google Ads'}],Demo search-history row
Beata,2023-11-20 20:54:45.483000+00:00,YouTube,Watched Demo video 061,Watched,False,False,,,https://www.youtube.com/watch?v=VID00000061,[{'name': 'From Google Ads'}],Demo search-history row
Beata,2023-08-11 11:14:07.487000+00:00,YouTube,Watched Demo video 145,Watched,False,False,,,https://www.youtube.com/watch?v=VID00000145,[{'name': 'From Google Ads'}],Demo search-history row
Beata,2023-02-23 18:59:12.783000+00:00,YouTube,Searched for demo search query 089,Searched,True,True,demo search query 089,demo search query 089,https://www.youtube.com/results?search_query=demo+search+query+089,,
Beata,2022-10-18 12:02:07.892000+00:00,YouTube,Searched for demo search query 039,Searched,True,True,demo search query 039,demo search query 039,https://www.youtube.com/results?search_query=demo+search+query+039,,
Beata,2020-08-24 12:51:27.188000+00:00,YouTube,Searched for demo search query 016,Searched,True,True,demo search query 016,demo search query 016,https://www.youtube.com/results?search_query=demo+search+query+016,,
Beata,2020-04-17 08:13:48.738000+00:00,YouTube,Searched for demo search query 054,Searched,True,True,demo search query 054,demo search query 054,https://www.youtube.com/results?search_query=demo+search+query+054,,
Beata,2018-01-16 15:41:51.521000+00:00,YouTube,Searched for demo search query 061,Searched,True,True,demo search query 061,demo search query 061,https://www.youtube.com/results?search_query=demo+search+query+061,,
Beata,2017-11-24 11:25:25.519000+00:00,YouTube,Searched for demo search query 032,Searched,True,True,demo search query 032,demo search query 032,https://www.youtube.com/results?search_query=demo+search+query+032,,
Beata,2017-06-19 08:52:22.015000+00:00,YouTube,Searched for demo search query 007,Searched,True,True,demo search query 007,demo search query 007,https://www.youtube.com/results?search_query=demo+search+query+007,,
Beata,2016-02-17 00:49:12.041000+00:00,YouTube,Searched for demo search query 077,Searched,True,True,demo search query 077,demo search query 077,https://www.youtube.com/results?search_query=demo+search+query+077,,
Beata,2015-09-20 17:57:06.281000+00:00,YouTube,Searched for demo search query 025,Searched,True,True,demo search query 025,demo search query 025,https://www.youtube.com/results?search_query=demo+search+query+025,,
Beata,2015-07-28 21:42:21.746000+00:00,YouTube,Searched for demo search query 034,Searched,True,True,demo search query 034,demo search query 034,https://www.youtube.com/results?search_query=demo+search+query+034,,
Beata,2015-07-22 09:25:30.048000+00:00,YouTube,Searched for demo search query 066,Searched,True,True,demo search query 066,demo search query 066,https://www.youtube.com/results?search_query=demo+search+query+066,,
Beata,2015-07-20 14:00:17.353000+00:00,YouTube,Searched for demo search query 041,Searched,True,True,demo search query 041,demo search query 041,https://www.youtube.com/results?search_query=demo+search+query+041,,
Beata,2015-07-18 18:43:46.715000+00:00,YouTube,Searched for demo search query 036,Searched,True,True,demo search query 036,demo search query 036,https://www.youtube.com/results?search_query=demo+search+query+036,,
Beata,2015-07-17 12:12:14.020000+00:00,YouTube,Searched for demo search query 046,Searched,True,True,demo search query 046,demo search query 046,https://www.youtube.com/results?search_query=demo+search+query+046,,
Beata,2015-07-15 14:36:56.071000+00:00,YouTube,Searched for demo search query 065,Searched,True,True,demo search query 065,demo search query 065,https://www.youtube.com/results?search_query=demo+search+query+065,,
Beata,2015-07-15 09:14:28.406000+00:00,YouTube,Searched for demo search query 057,Searched,True,True,demo search query 057,demo search query 057,https://www.youtube.com/results?search_query=demo+search+query+057,,
Beata,2015-06-27 03:58:25.357000+00:00,YouTube,Searched for demo search query 051,Searched,True,True,demo search query 051,demo search query 051,https://www.youtube.com/results?search_query=demo+search+query+051,,
Beata,2015-05-28 09:35:34.366000+00:00,YouTube,Searched for demo search query 082,Searched,True,True,demo search query 082,demo search query 082,https://www.youtube.com/results?search_query=demo+search+query+082,,
Carmen,2025-03-26 13:44:19.748000+00:00,YouTube,Searched for demo search query 049,Searched,True,True,demo search query 049,demo search query 049,https://www.youtube.com/results?search_query=demo+search+query+049,,
Carmen,2025-03-26 13:41:19.748000+00:00,YouTube,Searched for demo search query 010,Searched,True,True,demo search query 010,demo search query 010,https://www.youtube.com/results?search_query=demo+search+query+010,,
Carmen,2025-03-26 13:38:19.748000+00:00,YouTube,Searched for demo search query 050,Searched,True,True,demo search query 050,demo search query 050,https://www.youtube.com/results?search_query=demo+search+query+050,,
Carmen,2025-03-26 13:35:19.748000+00:00,YouTube,Searched for demo search query 059,Searched,True,True,demo search query 059,demo search query 059,https://www.youtube.com/results?search_query=demo+search+query+059,,
Carmen,2025-03-26 13:32:19.748000+00:00,YouTube,Searched for demo search query 043,Searched,True,True,demo search query 043,demo search query 043,https://www.youtube.com/results?search_query=demo+search+query+043,,
Carmen,2025-03-26 13:29:19.748000+00:00,YouTube,Searched for demo search query 075,Searched,True,True,demo search query 075,demo search query 075,https://www.youtube.com/results?search_query=demo+search+query+075,,
Carmen,2025-03-26 13:26:19.748000+00:00,YouTube,Searched for demo search query 086,Searched,True,True,demo search query 086,demo search query 086,https://www.youtube.com/results?search_query=demo+search+query+086,,
Carmen,2025-03-26 13:23:19.748000+00:00,YouTube,Searched for demo search query 028,Searched,True,True,demo search query 028,demo search query 028,https://www.youtube.com/results?search_query=demo+search+query+028,,
Carmen,2025-03-26 13:20:19.748000+00:00,YouTube,Searched for demo search query 037,Searched,True,True,demo search query 037,demo search query 037,https://www.youtube.com/results?search_query=demo+search+query+037,,
Carmen,2025-03-26 13:17:19.748000+00:00,YouTube,Searched for demo search query 033,Searched,True,True,demo search query 033,demo search query 033,https://www.youtube.com/results?search_query=demo+search+query+033,,
Carmen,2025-02-19 18:30:08.997000+00:00,YouTube,Watched Demo video 234,Watched,False,False,,,https://www.youtube.com/watch?v=VID00000234,[{'name': 'From Google Ads'}],Demo search-history row
Carmen,2024-12-28 14:04:09.593000+00:00,YouTube,Searched for demo search query 021,Searched,True,True,demo search query 021,demo search query 021,https://www.youtube.com/results?search_query=demo+search+query+021,,
Carmen,2024-11-18 15:09:32.892000+00:00,YouTube,Watched Demo video 107,Watched,False,False,,,https://www.youtube.com/watch?v=VID00000107,[{'name': 'From Google Ads'}],Demo search-history row
Carmen,2024-11-18 14:06:31.939000+00:00,YouTube,Watched Demo video 131,Watched,False,False,,,https://www.youtube.com/watch?v=VID00000131,[{'name': 'From Google Ads'}],Demo search-history row
Carmen,2024-10-22 21:38:59.798000+00:00,YouTube,Watched Demo video 176,Watched,False,False,,,https://www.youtube.com/watch?v=VID00000176,[{'name': 'From Google Ads'}],Demo search-history row
Carmen,2024-08-01 08:21:28.876000+00:00,YouTube,Searched for demo search query 042,Searched,True,True,demo search query 042,demo search query 042,https://www.youtube.com/results?search_query=demo+search+query+042,,
Carmen,2024-04-27 11:08:05.591000+00:00,YouTube,Watched Demo video 068,Watched,False,False,,,https://www.youtube.com/watch?v=VID00000068,[{'name': 'From Google Ads'}],Demo search-history row
Carmen,2024-04-27 11:01:27.505000+00:00,YouTube,Searched for demo search query 069,Searched,True,True,demo search query 069,demo search query 069,https://www.youtube.com/results?search_query=demo+search+query+069,,
Carmen,2024-04-25 08:02:57.985000+00:00,YouTube,Searched for demo search query 074,Searched,True,True,demo search query 074,demo search query 074,https://www.youtube.com/results?search_query=demo+search+query+074,,
Carmen,2024-04-14 09:02:48.656000+00:00,YouTube,Searched for demo search query 067,Searched,True,True,demo search query 067,demo search query 067,https://www.youtube.com/results?search_query=demo+search+query+067,,
Carmen,2024-02-20 13:58:47.054000+00:00,YouTube,Searched for demo search query 079,Searched,True,True,demo search query 079,demo search query 079,https://www.youtube.com/results?search_query=demo+search+query+079,,
Carmen,2024-02-17 21:25:09.548000+00:00,YouTube,Searched for demo search query 062,Searched,True,True,demo search query 062,demo search query 062,https://www.youtube.com/results?search_query=demo+search+query+062,,
Carmen,2023-12-12 07:56:12.596000+00:00,YouTube,Watched Demo video 222,Watched,False,False,,,https://www.youtube.com/watch?v=VID00000222,[{'name': 'From Google Ads'}],Demo search-history row
Carmen,2023-09-28 07:32:37.277000+00:00,YouTube,Watched Demo video 273,Watched,False,False,,,https://www.youtube.com/watch?v=VID00000273,[{'name': 'From Google Ads'}],Demo search-history row
Carmen,2023-07-04 08:13:51.238000+00:00,YouTube,Watched Demo video 218,Watched,False,False,,,https://www.youtube.com/watch?v=VID00000218,[{'name': 'From Google Ads'}],Demo search-history row
Carmen,2023-05-15 08:33:44.703000+00:00,YouTube,Watched Demo video 066,Watched,False,False,,,https://www.youtube.com/watch?v=VID00000066,[{'name': 'From Google Ads'}],Demo search-history row
Carmen,2023-04-28 13:38:51.294000+00:00,YouTube,Watched Demo video 081,Watched,False,False,,,https://www.youtube.com/watch?v=VID00000081,[{'name': 'From Google Ads'}],Demo search-history row
Carmen,2020-03-29 18:19:42.312000+00:00,YouTube,Searched for demo search query 072,Searched,True,True,demo search query 072,demo search query 072,https://www.youtube.com/results?search_query=demo+search+query+072,,
Carmen,2019-05-25 08:25:38.088000+00:00,YouTube,Searched for demo search query 088,Searched,True,True,demo search query 088,demo search query 088,https://www.youtube.com/results?search_query=demo+search+query+088,,
Carmen,2019-02-20 11:03:09.123000+00:00,YouTube,Searched for demo search query 020,Searched,True,True,demo search query 020,demo search query 020,https://www.youtube.com/results?search_query=demo+search+query+020,,
Carmen,2018-01-16 17:44:22.304000+00:00,YouTube,Searched for demo search query 058,Searched,True,True,demo search query 058,demo search query 058,https://www.youtube.com/results?search_query=demo+search+query+058,,
Carmen,2016-07-26 12:01:41.747000+00:00,YouTube,Searched for demo search query 009,Searched,True,True,demo search query 009,demo search query 009,https://www.youtube.com/results?search_query=demo+search+query+009,,
Carmen,2016-02-21 14:10:59.898000+00:00,YouTube,Searched for demo search query 012,Searched,True,True,demo search query 012,demo search query 012,https://www.youtube.com/results?search_query=demo+search+query+012,,
Carmen,2015-08-22 23:08:23.583000+00:00,YouTube,Searched for demo search query 006,Searched,True,True,demo search query 006,demo search query 006,https://www.youtube.com/results?search_query=demo+search+query+006,,
Carmen,2015-08-11 12:08:15.190000+00:00,YouTube,Searched for demo search query 015,Searched,True,True,demo search query 015,demo search query 015,https://www.youtube.com/results?search_query=demo+search+query+015,,
Carmen,2015-08-06 16:38:53.340000+00:00,YouTube,Searched for demo search query 011,Searched,True,True,demo search query 011,demo search query 011,https://www.youtube.com/results?search_query=demo+search+query+011,,
Carmen,2015-07-15 14:40:06.794000+00:00,YouTube,Searched for demo search query 047,Searched,True,True,demo search query 047,demo search query 047,https://www.youtube.com/results?search_query=demo+search+query+047,,
Carmen,2015-07-06 01:02:45.638000+00:00,YouTube,Searched for demo search query 013,Searched,True,True,demo search query 013,demo search query 013,https://www.youtube.com/results?search_query=demo+search+query+013,,
Carmen,2015-06-09 16:51:44.566000+00:00,YouTube,Searched for demo search query 019,Searched,True,True,demo search query 019,demo search query 019,https://www.youtube.com/results?search_query=demo+search+query+019,,
Carmen,2015-05-28 17:28:00.375000+00:00,YouTube,Searched for demo search query 044,Searched,True,True,demo search query 044,demo search query 044,https://www.youtube.com/results?search_query=demo+search+query+044,,
